[idA=8 idCloneA=0 posA=(50 50) posCloneA=(100 100) detectRate=0.42157842157842157000 averageMemorySize=2872.803196803197 maxMemorySize=1294.0 averageNbMessageSent=164.005994005994 detectionNb=844 lineNB=2002 totalNbMessageSent=328340 totalMemorySize=5751352.0]4215.784215784216
[idA=9 idCloneA=0 posA=(50 50) posCloneA=(100 300) detectRate=0.02950000000000000000 averageMemorySize=2772.716 maxMemorySize=754.0 averageNbMessageSent=157.7775 detectionNb=59 lineNB=2000 totalNbMessageSent=315555 totalMemorySize=5545432.0]295.0
[idA=10 idCloneA=0 posA=(50 50) posCloneA=(100 500) detectRate=0.01100000000000000000 averageMemorySize=2552.347 maxMemorySize=844.0 averageNbMessageSent=148.3655 detectionNb=22 lineNB=2000 totalNbMessageSent=296731 totalMemorySize=5104694.0]110.0
[idA=11 idCloneA=0 posA=(50 50) posCloneA=(300 100) detectRate=0.01950000000000000000 averageMemorySize=2798.129 maxMemorySize=1024.0 averageNbMessageSent=157.344 detectionNb=39 lineNB=2000 totalNbMessageSent=314688 totalMemorySize=5596258.0]195.0
[idA=12 idCloneA=0 posA=(50 50) posCloneA=(300 300) detectRate=0.03100000000000000000 averageMemorySize=2388.648 maxMemorySize=844.0 averageNbMessageSent=141.95 detectionNb=62 lineNB=2000 totalNbMessageSent=283900 totalMemorySize=4777296.0]310.0
[idA=13 idCloneA=0 posA=(50 50) posCloneA=(300 500) detectRate=0.00650000000000000000 averageMemorySize=2810.443 maxMemorySize=664.0 averageNbMessageSent=158.733 detectionNb=13 lineNB=2000 totalNbMessageSent=317466 totalMemorySize=5620886.0]65.0
[idA=14 idCloneA=0 posA=(50 50) posCloneA=(500 100) detectRate=0.00850000000000000000 averageMemorySize=2795.678 maxMemorySize=1114.0 averageNbMessageSent=156.33 detectionNb=17 lineNB=2000 totalNbMessageSent=312660 totalMemorySize=5591356.0]85.0
[idA=15 idCloneA=0 posA=(50 50) posCloneA=(500 300) detectRate=0.00800000000000000000 averageMemorySize=2555.91 maxMemorySize=664.0 averageNbMessageSent=149.1725 detectionNb=16 lineNB=2000 totalNbMessageSent=298345 totalMemorySize=5111820.0]80.0
[idA=16 idCloneA=0 posA=(50 50) posCloneA=(500 500) detectRate=0.00600000000000000000 averageMemorySize=2848.527 maxMemorySize=754.0 averageNbMessageSent=160.185 detectionNb=12 lineNB=2000 totalNbMessageSent=320370 totalMemorySize=5697054.0]60.0
[idA=8 idCloneA=1 posA=(150 150) posCloneA=(100 100) detectRate=0.76750000000000000000 averageMemorySize=4755.222 maxMemorySize=1564.0 averageNbMessageSent=201.588 detectionNb=1535 lineNB=2000 totalNbMessageSent=403176 totalMemorySize=9510444.0]7675.0
[idA=9 idCloneA=1 posA=(150 150) posCloneA=(100 300) detectRate=0.00650000000000000000 averageMemorySize=4690.381 maxMemorySize=844.0 averageNbMessageSent=194.2735 detectionNb=13 lineNB=2000 totalNbMessageSent=388547 totalMemorySize=9380762.0]65.0
[idA=10 idCloneA=1 posA=(150 150) posCloneA=(100 500) detectRate=0.00000000000000000000 averageMemorySize=4308.984 maxMemorySize=1024.0 averageNbMessageSent=186.8225 detectionNb=0 lineNB=2000 totalNbMessageSent=373645 totalMemorySize=8617968.0]0.0
[idA=11 idCloneA=1 posA=(150 150) posCloneA=(300 100) detectRate=0.00050000000000000000 averageMemorySize=4664.632 maxMemorySize=1114.0 averageNbMessageSent=194.5535 detectionNb=1 lineNB=2000 totalNbMessageSent=389107 totalMemorySize=9329264.0]5.0
[idA=12 idCloneA=1 posA=(150 150) posCloneA=(300 300) detectRate=0.00250000000000000000 averageMemorySize=4101.537 maxMemorySize=934.0 averageNbMessageSent=179.3375 detectionNb=5 lineNB=2000 totalNbMessageSent=358675 totalMemorySize=8203074.0]25.0
[idA=13 idCloneA=1 posA=(150 150) posCloneA=(300 500) detectRate=0.00000000000000000000 averageMemorySize=4711.504 maxMemorySize=1024.0 averageNbMessageSent=196.308 detectionNb=0 lineNB=2000 totalNbMessageSent=392616 totalMemorySize=9423008.0]0.0
[idA=14 idCloneA=1 posA=(150 150) posCloneA=(500 100) detectRate=0.00000000000000000000 averageMemorySize=4618.645 maxMemorySize=1204.0 averageNbMessageSent=194.872 detectionNb=0 lineNB=2000 totalNbMessageSent=389744 totalMemorySize=9237290.0]0.0
[idA=15 idCloneA=1 posA=(150 150) posCloneA=(500 300) detectRate=0.00000000000000000000 averageMemorySize=4298.673 maxMemorySize=1024.0 averageNbMessageSent=186.772 detectionNb=0 lineNB=2000 totalNbMessageSent=373544 totalMemorySize=8597346.0]0.0
[idA=16 idCloneA=1 posA=(150 150) posCloneA=(500 500) detectRate=0.00000000000000000000 averageMemorySize=4702.291 maxMemorySize=1024.0 averageNbMessageSent=197.8975 detectionNb=0 lineNB=2000 totalNbMessageSent=395795 totalMemorySize=9404582.0]0.0
[idA=8 idCloneA=2 posA=(250 250) posCloneA=(100 100) detectRate=0.00000000000000000000 averageMemorySize=4819.022 maxMemorySize=1114.0 averageNbMessageSent=201.3965 detectionNb=0 lineNB=2000 totalNbMessageSent=402793 totalMemorySize=9638044.0]0.0
[idA=9 idCloneA=2 posA=(250 250) posCloneA=(100 300) detectRate=0.00600000000000000000 averageMemorySize=4694.242 maxMemorySize=934.0 averageNbMessageSent=193.5545 detectionNb=12 lineNB=2000 totalNbMessageSent=387109 totalMemorySize=9388484.0]60.0
[idA=10 idCloneA=2 posA=(250 250) posCloneA=(100 500) detectRate=0.00150000000000000000 averageMemorySize=4305.498 maxMemorySize=1114.0 averageNbMessageSent=186.0015 detectionNb=3 lineNB=2000 totalNbMessageSent=372003 totalMemorySize=8610996.0]15.0
[idA=11 idCloneA=2 posA=(250 250) posCloneA=(300 100) detectRate=0.00550000000000000000 averageMemorySize=4628.191 maxMemorySize=1204.0 averageNbMessageSent=195.4315 detectionNb=11 lineNB=2000 totalNbMessageSent=390863 totalMemorySize=9256382.0]55.0
[idA=12 idCloneA=2 posA=(250 250) posCloneA=(300 300) detectRate=0.58800000000000000000 averageMemorySize=4019.6 maxMemorySize=1474.0 averageNbMessageSent=180.055 detectionNb=1176 lineNB=2000 totalNbMessageSent=360110 totalMemorySize=8039200.0]5880.0
[idA=13 idCloneA=2 posA=(250 250) posCloneA=(300 500) detectRate=0.00050000000000000000 averageMemorySize=4676.414 maxMemorySize=934.0 averageNbMessageSent=195.1565 detectionNb=1 lineNB=2000 totalNbMessageSent=390313 totalMemorySize=9352828.0]5.0
[idA=14 idCloneA=2 posA=(250 250) posCloneA=(500 100) detectRate=0.00050000000000000000 averageMemorySize=4654.406 maxMemorySize=1294.0 averageNbMessageSent=193.453 detectionNb=1 lineNB=2000 totalNbMessageSent=386906 totalMemorySize=9308812.0]5.0
[idA=15 idCloneA=2 posA=(250 250) posCloneA=(500 300) detectRate=0.00050000000000000000 averageMemorySize=4281.983 maxMemorySize=934.0 averageNbMessageSent=187.0595 detectionNb=1 lineNB=2000 totalNbMessageSent=374119 totalMemorySize=8563966.0]5.0
[idA=16 idCloneA=2 posA=(250 250) posCloneA=(500 500) detectRate=0.00000000000000000000 averageMemorySize=4661.813 maxMemorySize=1654.0 averageNbMessageSent=198.7675 detectionNb=0 lineNB=2000 totalNbMessageSent=397535 totalMemorySize=9323626.0]0.0
[idA=8 idCloneA=3 posA=(300 250) posCloneA=(100 100) detectRate=0.00150000000000000000 averageMemorySize=4856.128 maxMemorySize=1114.0 averageNbMessageSent=200.9515 detectionNb=3 lineNB=2000 totalNbMessageSent=401903 totalMemorySize=9712256.0]15.0
[idA=9 idCloneA=3 posA=(300 250) posCloneA=(100 300) detectRate=0.00150000000000000000 averageMemorySize=4681.442 maxMemorySize=1024.0 averageNbMessageSent=193.8515 detectionNb=3 lineNB=2000 totalNbMessageSent=387703 totalMemorySize=9362884.0]15.0
[idA=10 idCloneA=3 posA=(300 250) posCloneA=(100 500) detectRate=0.00100000000000000000 averageMemorySize=4348.866 maxMemorySize=844.0 averageNbMessageSent=187.062 detectionNb=2 lineNB=2000 totalNbMessageSent=374124 totalMemorySize=8697732.0]10.0
[idA=11 idCloneA=3 posA=(300 250) posCloneA=(300 100) detectRate=0.01100000000000000000 averageMemorySize=4677.564 maxMemorySize=1204.0 averageNbMessageSent=194.3215 detectionNb=22 lineNB=2000 totalNbMessageSent=388643 totalMemorySize=9355128.0]110.0
[idA=12 idCloneA=3 posA=(300 250) posCloneA=(300 300) detectRate=0.96200000000000000000 averageMemorySize=3902.862 maxMemorySize=1204.0 averageNbMessageSent=179.1925 detectionNb=1924 lineNB=2000 totalNbMessageSent=358385 totalMemorySize=7805724.0]9620.0
[idA=13 idCloneA=3 posA=(300 250) posCloneA=(300 500) detectRate=0.00100000000000000000 averageMemorySize=4704.616 maxMemorySize=1024.0 averageNbMessageSent=196.2055 detectionNb=2 lineNB=2000 totalNbMessageSent=392411 totalMemorySize=9409232.0]10.0
[idA=14 idCloneA=3 posA=(300 250) posCloneA=(500 100) detectRate=0.00000000000000000000 averageMemorySize=4599.67 maxMemorySize=934.0 averageNbMessageSent=194.055 detectionNb=0 lineNB=2000 totalNbMessageSent=388110 totalMemorySize=9199340.0]0.0
[idA=15 idCloneA=3 posA=(300 250) posCloneA=(500 300) detectRate=0.00250000000000000000 averageMemorySize=4274.118 maxMemorySize=1024.0 averageNbMessageSent=187.686 detectionNb=5 lineNB=2000 totalNbMessageSent=375372 totalMemorySize=8548236.0]25.0
[idA=16 idCloneA=3 posA=(300 250) posCloneA=(500 500) detectRate=0.00000000000000000000 averageMemorySize=4693.499 maxMemorySize=1024.0 averageNbMessageSent=197.1955 detectionNb=0 lineNB=2000 totalNbMessageSent=394391 totalMemorySize=9386998.0]0.0
[idA=8 idCloneA=4 posA=(300 150) posCloneA=(100 100) detectRate=0.00050000000000000000 averageMemorySize=4766.401 maxMemorySize=1024.0 averageNbMessageSent=203.305 detectionNb=1 lineNB=2000 totalNbMessageSent=406610 totalMemorySize=9532802.0]5.0
[idA=9 idCloneA=4 posA=(300 150) posCloneA=(100 300) detectRate=0.00050000000000000000 averageMemorySize=4629.687 maxMemorySize=1114.0 averageNbMessageSent=196.809 detectionNb=1 lineNB=2000 totalNbMessageSent=393618 totalMemorySize=9259374.0]5.0
[idA=10 idCloneA=4 posA=(300 150) posCloneA=(100 500) detectRate=0.00000000000000000000 averageMemorySize=4328.046 maxMemorySize=844.0 averageNbMessageSent=190.821 detectionNb=0 lineNB=2000 totalNbMessageSent=381642 totalMemorySize=8656092.0]0.0
[idA=11 idCloneA=4 posA=(300 150) posCloneA=(300 100) detectRate=0.99950000000000000000 averageMemorySize=4394.674 maxMemorySize=1744.0 averageNbMessageSent=196.7915 detectionNb=1999 lineNB=2000 totalNbMessageSent=393583 totalMemorySize=8789348.0]9995.0
[idA=12 idCloneA=4 posA=(300 150) posCloneA=(300 300) detectRate=0.02800000000000000000 averageMemorySize=4081.867 maxMemorySize=1204.0 averageNbMessageSent=182.815 detectionNb=56 lineNB=2000 totalNbMessageSent=365630 totalMemorySize=8163734.0]280.0
[idA=13 idCloneA=4 posA=(300 150) posCloneA=(300 500) detectRate=0.00000000000000000000 averageMemorySize=4662.917 maxMemorySize=1204.0 averageNbMessageSent=199.095 detectionNb=0 lineNB=2000 totalNbMessageSent=398190 totalMemorySize=9325834.0]0.0
[idA=14 idCloneA=4 posA=(300 150) posCloneA=(500 100) detectRate=0.00150000000000000000 averageMemorySize=4617.341 maxMemorySize=934.0 averageNbMessageSent=196.3625 detectionNb=3 lineNB=2000 totalNbMessageSent=392725 totalMemorySize=9234682.0]15.0
[idA=15 idCloneA=4 posA=(300 150) posCloneA=(500 300) detectRate=0.00100000000000000000 averageMemorySize=4264.21 maxMemorySize=1114.0 averageNbMessageSent=188.35 detectionNb=2 lineNB=2000 totalNbMessageSent=376700 totalMemorySize=8528420.0]10.0
[idA=16 idCloneA=4 posA=(300 150) posCloneA=(500 500) detectRate=0.00000000000000000000 averageMemorySize=4666.143 maxMemorySize=844.0 averageNbMessageSent=199.9435 detectionNb=0 lineNB=2000 totalNbMessageSent=399887 totalMemorySize=9332286.0]0.0
[idA=8 idCloneA=5 posA=(300 50) posCloneA=(100 100) detectRate=0.01200000000000000000 averageMemorySize=3114.36 maxMemorySize=934.0 averageNbMessageSent=169.0655 detectionNb=24 lineNB=2000 totalNbMessageSent=338131 totalMemorySize=6228720.0]120.0
[idA=9 idCloneA=5 posA=(300 50) posCloneA=(100 300) detectRate=0.00550000000000000000 averageMemorySize=2974.388 maxMemorySize=1024.0 averageNbMessageSent=164.085 detectionNb=11 lineNB=2000 totalNbMessageSent=328170 totalMemorySize=5948776.0]55.0
[idA=10 idCloneA=5 posA=(300 50) posCloneA=(100 500) detectRate=0.00450000000000000000 averageMemorySize=2751.566 maxMemorySize=934.0 averageNbMessageSent=154.5 detectionNb=9 lineNB=2000 totalNbMessageSent=309000 totalMemorySize=5503132.0]45.0
[idA=11 idCloneA=5 posA=(300 50) posCloneA=(300 100) detectRate=0.99950000000000000000 averageMemorySize=2866.172 maxMemorySize=1294.0 averageNbMessageSent=163.518 detectionNb=1999 lineNB=2000 totalNbMessageSent=327036 totalMemorySize=5732344.0]9995.0
[idA=12 idCloneA=5 posA=(300 50) posCloneA=(300 300) detectRate=0.04150000000000000000 averageMemorySize=2590.881 maxMemorySize=934.0 averageNbMessageSent=149.2115 detectionNb=83 lineNB=2000 totalNbMessageSent=298423 totalMemorySize=5181762.0]415.0
[idA=13 idCloneA=5 posA=(300 50) posCloneA=(300 500) detectRate=0.00500000000000000000 averageMemorySize=3021.619 maxMemorySize=934.0 averageNbMessageSent=164.326 detectionNb=10 lineNB=2000 totalNbMessageSent=328652 totalMemorySize=6043238.0]50.0
[idA=14 idCloneA=5 posA=(300 50) posCloneA=(500 100) detectRate=0.00850000000000000000 averageMemorySize=2974.726 maxMemorySize=1024.0 averageNbMessageSent=162.6315 detectionNb=17 lineNB=2000 totalNbMessageSent=325263 totalMemorySize=5949452.0]85.0
[idA=15 idCloneA=5 posA=(300 50) posCloneA=(500 300) detectRate=0.01000000000000000000 averageMemorySize=2754.739 maxMemorySize=844.0 averageNbMessageSent=155.42 detectionNb=20 lineNB=2000 totalNbMessageSent=310840 totalMemorySize=5509478.0]100.0
[idA=16 idCloneA=5 posA=(300 50) posCloneA=(500 500) detectRate=0.00250000000000000000 averageMemorySize=3043.581 maxMemorySize=1294.0 averageNbMessageSent=165.5725 detectionNb=5 lineNB=2000 totalNbMessageSent=331145 totalMemorySize=6087162.0]25.0
[idA=8 idCloneA=6 posA=(50 216) posCloneA=(100 100) detectRate=0.02700000000000000000 averageMemorySize=3297.586 maxMemorySize=844.0 averageNbMessageSent=163.834 detectionNb=54 lineNB=2000 totalNbMessageSent=327668 totalMemorySize=6595172.0]270.0
[idA=9 idCloneA=6 posA=(50 216) posCloneA=(100 300) detectRate=0.18750000000000000000 averageMemorySize=3140.254 maxMemorySize=1024.0 averageNbMessageSent=157.5095 detectionNb=375 lineNB=2000 totalNbMessageSent=315019 totalMemorySize=6280508.0]1875.0
[idA=10 idCloneA=6 posA=(50 216) posCloneA=(100 500) detectRate=0.00700000000000000000 averageMemorySize=2931.729 maxMemorySize=844.0 averageNbMessageSent=149.989 detectionNb=14 lineNB=2000 totalNbMessageSent=299978 totalMemorySize=5863458.0]70.0
[idA=11 idCloneA=6 posA=(50 216) posCloneA=(300 100) detectRate=0.01300000000000000000 averageMemorySize=3175.563 maxMemorySize=1024.0 averageNbMessageSent=158.476 detectionNb=26 lineNB=2000 totalNbMessageSent=316952 totalMemorySize=6351126.0]130.0
[idA=12 idCloneA=6 posA=(50 216) posCloneA=(300 300) detectRate=0.01500000000000000000 averageMemorySize=2742.868 maxMemorySize=844.0 averageNbMessageSent=141.469 detectionNb=30 lineNB=2000 totalNbMessageSent=282938 totalMemorySize=5485736.0]150.0
